SYNTYMÄVUOSI;SYNTKOTIKUNTA;KUNNAN NIMI;SUKUPUOLI;ETUNIMI;KPL
1982;106;Hyvinkää;2;Minna;10
1982;109;Hämeenlinna;2;Laura;10
1982;167;Joensuu;2;Tiina;14
1982;179;Jyväskylä;2;Heidi;21
1982;200;Ulkomaat;2;Anna;214
1982;205;Kajaani;2;Heidi;11
1982;272;Kokkola;2;Heidi;15
1982;285;Kotka;2;Heidi;17
1982;297;Kuopio;2;Heidi;20
1982;398;Lahti;2;Heidi;32
1982;405;Lappeenranta;2;Tiina;14
1982;564;Oulu;2;Hanna;25
1982;609;Pori;2;Sanna;19
1982;684;Rauma;2;Johanna;10
1982;698;Rovaniemi;2;Elina;10
1982;698;Rovaniemi;2;Sanna;10
1982;743;Seinäjoki;2;Elina;10
1982;743;Seinäjoki;2;Johanna;10
1982;837;Tampere;2;Johanna;35
1982;853;Turku;2;Heidi;44
1982;905;Vaasa;2;Heidi;16
1982;915;Varkaus;2;Hanna;10
1983;49;Espoo;2;Heidi;37
1983;49;Espoo;2;Laura;37
1983;91;Helsinki;2;Laura;100
1983;92;Vantaa;2;Laura;41
1983;106;Hyvinkää;2;Heidi;12
1983;140;Iisalmi;2;Anne;15
1983;167;Joensuu;2;Laura;15
1983;179;Jyväskylä;2;Laura;16
1983;200;Ulkomaat;2;Anna;216
1983;205;Kajaani;2;Minna;11
1983;240;Kemi;2;Sanna;10
1983;245;Kerava;2;Sanna;11
1983;272;Kokkola;2;Heidi;13
1983;285;Kotka;2;Heidi;20
1983;297;Kuopio;2;Anne;21
1983;398;Lahti;2;Hanna;25
1983;405;Lappeenranta;2;Jenni;17
1983;491;Mikkeli;2;Anna;10
1983;491;Mikkeli;2;Hanna;10
1983;564;Oulu;2;Tiina;32
1983;609;Pori;2;Johanna;21
1983;684;Rauma;2;Heidi;16
1983;743;Seinäjoki;2;Johanna;11
1983;837;Tampere;2;Heidi;33
1983;837;Tampere;2;Johanna;33
1983;851;Tornio;2;Hanna;10
1983;853;Turku;2;Heidi;37
1983;858;Tuusula;2;Laura;13
1983;905;Vaasa;2;Heidi;25
1984;49;Espoo;2;Laura;41
1984;91;Helsinki;2;Laura;96
1984;92;Vantaa;2;Heidi;36
1984;106;Hyvinkää;2;Laura;12
1984;153;Imatra;2;Laura;10
1984;179;Jyväskylä;2;Laura;19
1984;200;Ulkomaat;2;Anna;242
1984;205;Kajaani;2;Hanna;11
1984;272;Kokkola;2;Jenni;12
1984;285;Kotka;2;Jenni;11
1984;297;Kuopio;2;Minna;19
1984;398;Lahti;2;Jenni;24
1984;405;Lappeenranta;2;Laura;14
1984;543;Nurmijärvi;2;Jenni;10
1984;564;Oulu;2;Tiina;25
1984;609;Pori;2;Sanna;22
1984;684;Rauma;2;Heidi;10
1984;837;Tampere;2;Jenni;34
1984;853;Turku;2;Heidi;33
1984;905;Vaasa;2;Heidi;19
1984;915;Varkaus;2;Laura;12
1985;49;Espoo;2;Laura;46
1985;91;Helsinki;2;Laura;93
1985;92;Vantaa;2;Laura;35
1985;109;Hämeenlinna;2;Laura;11
1985;167;Joensuu;2;Hanna;14
1985;179;Jyväskylä;2;Hanna;18
1985;200;Ulkomaat;2;Anna;257
1985;205;Kajaani;2;Laura;16
1985;245;Kerava;2;Laura;12
1985;257;Kirkkonummi;2;Heidi;11
1985;272;Kokkola;2;Laura;10
1985;285;Kotka;2;Laura;14
1985;286;Kouvola;2;Hanna;10
1985;286;Kouvola;2;Laura;10
1985;297;Kuopio;2;Jenni;25
1985;297;Kuopio;2;Laura;25
1985;398;Lahti;2;Heidi;18
1985;405;Lappeenranta;2;Laura;13
1985;491;Mikkeli;2;Laura;10
1985;543;Nurmijärvi;2;Laura;12
1985;564;Oulu;2;Anna;23
1985;609;Pori;2;Johanna;14
1985;609;Pori;2;Susanna;14
1985;684;Rauma;2;Heidi;10
1985;740;Savonlinna;2;Heidi;10
1985;837;Tampere;2;Jenni;31
1985;853;Turku;2;Laura;34
1985;905;Vaasa;2;Heidi;10
1985;915;Varkaus;2;Laura;10
1986;49;Espoo;2;Laura;39
1986;91;Helsinki;2;Laura;85
1986;92;Vantaa;2;Laura;32
1986;106;Hyvinkää;2;Jenni;11
1986;179;Jyväskylä;2;Laura;14
1986;200;Ulkomaat;2;Anna;277
1986;205;Kajaani;2;Jenni;12
1986;285;Kotka;2;Laura;10
1986;297;Kuopio;2;Laura;18
1986;398;Lahti;2;Laura;15
1986;405;Lappeenranta;2;Jenni;13
1986;564;Oulu;2;Hanna;27
1986;609;Pori;2;Heidi;15
1986;609;Pori;2;Jenna;15
1986;698;Rovaniemi;2;Johanna;10
1986;837;Tampere;2;Laura;30
1986;853;Turku;2;Laura;37
1986;905;Vaasa;2;Heidi;12
1987;49;Espoo;2;Laura;34
1987;91;Helsinki;2;Laura;91
1987;92;Vantaa;2;Laura;43
1987;109;Hämeenlinna;2;Minna;10
1987;167;Joensuu;2;Niina;11
1987;179;Jyväskylä;2;Anna;12
1987;179;Jyväskylä;2;Hanna;12
1987;200;Ulkomaat;2;Anna;285
1987;297;Kuopio;2;Laura;18
1987;398;Lahti;2;Jenni;19
1987;405;Lappeenranta;2;Laura;10
1987;564;Oulu;2;Jenni;29
1987;609;Pori;2;Susanna;11
1987;698;Rovaniemi;2;Sanna;10
1987;837;Tampere;2;Heidi;24
1987;853;Turku;2;Sanna;22
1987;905;Vaasa;2;Heidi;12
1987;915;Varkaus;2;Jenni;11
1988;49;Espoo;2;Laura;38
1988;91;Helsinki;2;Laura;84
1988;92;Vantaa;2;Laura;40
1988;106;Hyvinkää;2;Laura;11
1988;167;Joensuu;2;Noora;11
1988;179;Jyväskylä;2;Laura;17
1988;200;Ulkomaat;2;Anna;225
1988;205;Kajaani;2;Jenni;15
1988;285;Kotka;2;Laura;14
1988;297;Kuopio;2;Jenni;22
1988;398;Lahti;2;Heidi;19
1988;405;Lappeenranta;2;Jenna;10
1988;491;Mikkeli;2;Laura;10
1988;564;Oulu;2;Laura;33
1988;609;Pori;2;Laura;16
1988;698;Rovaniemi;2;Laura;17
1988;743;Seinäjoki;2;Jenni;10
1988;837;Tampere;2;Jenni;26
1988;853;Turku;2;Heidi;31
1988;905;Vaasa;2;Heidi;10
1989;49;Espoo;2;Laura;49
1989;91;Helsinki;2;Laura;89
1989;92;Vantaa;2;Laura;30
1989;167;Joensuu;2;Tiina;12
1989;179;Jyväskylä;2;Laura;15
1989;200;Ulkomaat;2;Anna;221
1989;297;Kuopio;2;Jenni;17
1989;398;Lahti;2;Jenni;15
1989;405;Lappeenranta;2;Anni;14
1989;564;Oulu;2;Laura;27
1989;609;Pori;2;Laura;15
1989;749;Siilinjärvi;2;Jenni;12
1989;837;Tampere;2;Laura;30
1989;853;Turku;2;Anna;24
1989;853;Turku;2;Laura;24
1989;905;Vaasa;2;Sanna;13
1990;49;Espoo;2;Laura;42
1990;91;Helsinki;2;Laura;88
1990;92;Vantaa;2;Laura;38
1990;106;Hyvinkää;2;Jenni;10
1990;106;Hyvinkää;2;Sanna;10
1990;167;Joensuu;2;Anni;11
1990;179;Jyväskylä;2;Anna;20
1990;186;Järvenpää;2;Anna;10
1990;200;Ulkomaat;2;Anna;202
1990;285;Kotka;2;Jenni;11
1990;286;Kouvola;2;Jenna;10
1990;286;Kouvola;2;Laura;10
1990;297;Kuopio;2;Laura;16
1990;398;Lahti;2;Laura;19
1990;405;Lappeenranta;2;Jenna;11
1990;543;Nurmijärvi;2;Laura;10
1990;564;Oulu;2;Anna;28
1990;564;Oulu;2;Laura;28
1990;609;Pori;2;Laura;16
1990;743;Seinäjoki;2;Noora;10
1990;837;Tampere;2;Laura;33
1990;853;Turku;2;Laura;27
1991;49;Espoo;2;Laura;44
1991;91;Helsinki;2;Laura;110
1991;92;Vantaa;2;Laura;54
1991;109;Hämeenlinna;2;Hanna;11
1991;167;Joensuu;2;Laura;15
1991;179;Jyväskylä;2;Laura;16
1991;186;Järvenpää;2;Laura;12
1991;200;Ulkomaat;2;Anna;165
1991;272;Kokkola;2;Jenna;10
1991;285;Kotka;2;Heidi;11
1991;297;Kuopio;2;Jenna;16
1991;398;Lahti;2;Laura;23
1991;405;Lappeenranta;2;Laura;14
1991;543;Nurmijärvi;2;Laura;12
1991;564;Oulu;2;Laura;28
1991;609;Pori;2;Jenni;15
1991;837;Tampere;2;Laura;34
1991;853;Turku;2;Laura;24
1991;905;Vaasa;2;Jessica;12
1991;915;Varkaus;2;Laura;14
1992;49;Espoo;2;Laura;57
1992;91;Helsinki;2;Laura;105
1992;92;Vantaa;2;Laura;33
1992;106;Hyvinkää;2;Jenni;11
1992;109;Hämeenlinna;2;Laura;15
1992;167;Joensuu;2;Noora;12
1992;179;Jyväskylä;2;Laura;14
1992;186;Järvenpää;2;Laura;13
1992;200;Ulkomaat;2;Anna;172
1992;205;Kajaani;2;Jenni;13
1992;245;Kerava;2;Laura;10
1992;257;Kirkkonummi;2;Laura;12
1992;297;Kuopio;2;Jenni;18
1992;398;Lahti;2;Laura;19
1992;405;Lappeenranta;2;Laura;10
1992;564;Oulu;2;Laura;31
1992;609;Pori;2;Laura;13
1992;698;Rovaniemi;2;Laura;13
1992;837;Tampere;2;Laura;43
1992;853;Turku;2;Laura;27
1992;905;Vaasa;2;Emilia;11
1992;915;Varkaus;2;Laura;10
1993;49;Espoo;2;Anna;37
1993;91;Helsinki;2;Laura;82
1993;92;Vantaa;2;Laura;39
1993;179;Jyväskylä;2;Laura;15
1993;186;Järvenpää;2;Laura;12
1993;200;Ulkomaat;2;Anna;156
1993;297;Kuopio;2;Noora;12
1993;398;Lahti;2;Jenni;18
1993;405;Lappeenranta;2;Heidi;10
1993;564;Oulu;2;Laura;35
1993;609;Pori;2;Laura;14
1993;837;Tampere;2;Laura;37
1993;853;Turku;2;Laura;30
1993;905;Vaasa;2;Laura;11
1994;49;Espoo;2;Laura;43
1994;91;Helsinki;2;Laura;88
1994;92;Vantaa;2;Jenni;25
1994;92;Vantaa;2;Laura;25
1994;167;Joensuu;2;Laura;11
1994;179;Jyväskylä;2;Laura;16
1994;200;Ulkomaat;2;Anna;185
1994;285;Kotka;2;Laura;13
1994;297;Kuopio;2;Laura;17
1994;398;Lahti;2;Laura;18
1994;405;Lappeenranta;2;Laura;13
1994;564;Oulu;2;Laura;28
1994;609;Pori;2;Emilia;13
1994;609;Pori;2;Laura;13
1994;743;Seinäjoki;2;Laura;11
1994;837;Tampere;2;Laura;36
1994;853;Turku;2;Laura;23
1994;905;Vaasa;2;Laura;18
1995;49;Espoo;2;Laura;33
1995;91;Helsinki;2;Anna;81
1995;92;Vantaa;2;Laura;25
1995;106;Hyvinkää;2;Laura;11
1995;186;Järvenpää;2;Noora;10
1995;200;Ulkomaat;2;Anna;177
1995;272;Kokkola;2;Laura;10
1995;285;Kotka;2;Laura;11
1995;297;Kuopio;2;Roosa;15
1995;398;Lahti;2;Essi;13
1995;398;Lahti;2;Laura;13
1995;564;Oulu;2;Henna;23
1995;564;Oulu;2;Julia;23
1995;609;Pori;2;Emilia;16
1995;698;Rovaniemi;2;Laura;10
1995;837;Tampere;2;Laura;28
1995;853;Turku;2;Julia;21
1995;853;Turku;2;Laura;21
1995;905;Vaasa;2;Julia;12
1996;49;Espoo;2;Sara;30
1996;91;Helsinki;2;Anna;49
1996;92;Vantaa;2;Nea;21
1996;167;Joensuu;2;Jenni;10
1996;179;Jyväskylä;2;Jenna;11
1996;200;Ulkomaat;2;Anna;156
1996;205;Kajaani;2;Jenna;10
1996;297;Kuopio;2;Noora;14
1996;398;Lahti;2;Roosa;14
1996;405;Lappeenranta;2;Milla;10
1996;405;Lappeenranta;2;Sonja;10
1996;564;Oulu;2;Jenni;20
1996;609;Pori;2;Jenna;13
1996;684;Rauma;2;Linda;15
1996;837;Tampere;2;Roosa;26
1996;853;Turku;2;Anna;20
1996;905;Vaasa;2;Emma;14
1997;49;Espoo;2;Sara;24
1997;91;Helsinki;2;Sara;54
1997;92;Vantaa;2;Laura;28
1997;167;Joensuu;2;Emma;10
1997;179;Jyväskylä;2;Sara;12
1997;200;Ulkomaat;2;Anna;119
1997;297;Kuopio;2;Vilma;13
1997;398;Lahti;2;Jenna;18
1997;564;Oulu;2;Laura;21
1997;609;Pori;2;Laura;13
1997;837;Tampere;2;Julia;29
1997;853;Turku;2;Emilia;21
1998;49;Espoo;2;Emma;30
1998;49;Espoo;2;Julia;30
1998;91;Helsinki;2;Emma;74
1998;92;Vantaa;2;Jenna;24
1998;200;Ulkomaat;2;Anna;103
1998;297;Kuopio;2;Jenna;12
1998;297;Kuopio;2;Oona;12
1998;398;Lahti;2;Julia;13
1998;564;Oulu;2;Laura;27
1998;609;Pori;2;Emma;11
1998;698;Rovaniemi;2;Jenna;10
1998;837;Tampere;2;Emma;27
1998;853;Turku;2;Jasmin;22
1999;49;Espoo;2;Emma;29
1999;91;Helsinki;2;Emma;58
1999;92;Vantaa;2;Sara;27
1999;179;Jyväskylä;2;Emma;11
1999;200;Ulkomaat;2;Anna;67
1999;285;Kotka;2;Roosa;10
1999;297;Kuopio;2;Roosa;11
1999;398;Lahti;2;Roosa;12
1999;405;Lappeenranta;2;Emma;14
1999;564;Oulu;2;Noora;19
1999;609;Pori;2;Anni;11
1999;609;Pori;2;Emilia;11
1999;609;Pori;2;Iida;11
1999;609;Pori;2;Jenni;11
1999;609;Pori;2;Veera;11
1999;638;Porvoo;2;Emma;10
1999;837;Tampere;2;Julia;23
1999;853;Turku;2;Jenna;29
1999;905;Vaasa;2;Emilia;12
1999;905;Vaasa;2;Julia;12
2000;49;Espoo;2;Sara;30
2000;91;Helsinki;2;Anna;43
2000;91;Helsinki;2;Emma;43
2000;92;Vantaa;2;Nea;27
2000;200;Ulkomaat;2;Anna;66
2000;297;Kuopio;2;Jenna;10
2000;297;Kuopio;2;Laura;10
2000;297;Kuopio;2;Nea;10
2000;398;Lahti;2;Julia;15
2000;398;Lahti;2;Sara;15
2000;564;Oulu;2;Veera;20
2000;609;Pori;2;Julia;14
2000;837;Tampere;2;Jenni;20
2000;853;Turku;2;Emilia;19
2001;49;Espoo;2;Emma;36
2001;91;Helsinki;2;Anna;55
2001;92;Vantaa;2;Nea;23
2001;179;Jyväskylä;2;Lotta;10
2001;200;Ulkomaat;2;Anna;47
2001;297;Kuopio;2;Sara;14
2001;398;Lahti;2;Iida;12
2001;564;Oulu;2;Jenni;18
2001;564;Oulu;2;Venla;18
2001;609;Pori;2;Emilia;12
2001;837;Tampere;2;Roosa;22
2001;837;Tampere;2;Sofia;22
2001;853;Turku;2;Iida;17
2002;49;Espoo;2;Sara;33
2002;91;Helsinki;2;Sofia;46
2002;92;Vantaa;2;Viivi;27
2002;179;Jyväskylä;2;Vilma;11
2002;200;Ulkomaat;2;Anna;51
2002;297;Kuopio;2;Sara;13
2002;398;Lahti;2;Jenna;17
2002;564;Oulu;2;Iida;23
2002;837;Tampere;2;Emilia;21
2002;853;Turku;2;Julia;18
2002;905;Vaasa;2;Ida;10
2003;49;Espoo;2;Ella;33
2003;91;Helsinki;2;Ella;63
2003;92;Vantaa;2;Ella;23
2003;109;Hämeenlinna;2;Ella;10
2003;179;Jyväskylä;2;Veera;13
2003;200;Ulkomaat;2;Emma;44
2003;297;Kuopio;2;Ella;16
2003;297;Kuopio;2;Venla;16
2003;398;Lahti;2;Sara;13
2003;405;Lappeenranta;2;Aino;11
2003;564;Oulu;2;Venla;23
2003;837;Tampere;2;Ella;21
2003;853;Turku;2;Emma;19
2003;905;Vaasa;2;Sofia;10
2004;49;Espoo;2;Emma;42
2004;91;Helsinki;2;Emma;66
2004;92;Vantaa;2;Emma;29
2004;179;Jyväskylä;2;Siiri;12
2004;186;Järvenpää;2;Ella;10
2004;200;Ulkomaat;2;Anna;43
2004;200;Ulkomaat;2;Emma;43
2004;257;Kirkkonummi;2;Anna;10
2004;297;Kuopio;2;Siiri;15
2004;398;Lahti;2;Ella;12
2004;491;Mikkeli;2;Venla;11
2004;564;Oulu;2;Emma;23
2004;609;Pori;2;Helmi;10
2004;698;Rovaniemi;2;Emma;12
2004;837;Tampere;2;Ella;25
2004;837;Tampere;2;Emma;25
2004;853;Turku;2;Emma;23
2004;905;Vaasa;2;Ella;11
2005;49;Espoo;2;Emma;50
2005;91;Helsinki;2;Aino;45
2005;91;Helsinki;2;Sofia;45
2005;92;Vantaa;2;Sara;24
2005;179;Jyväskylä;2;Siiri;11
2005;200;Ulkomaat;2;Sofia;42
2005;257;Kirkkonummi;2;Sofia;11
2005;297;Kuopio;2;Helmi;13
2005;398;Lahti;2;Viivi;10
2005;564;Oulu;2;Venla;20
2005;609;Pori;2;Aada;10
2005;837;Tampere;2;Emilia;26
2005;837;Tampere;2;Emma;26
2005;853;Turku;2;Emma;21
2006;49;Espoo;2;Sofia;31
2006;91;Helsinki;2;Sara;49
2006;92;Vantaa;2;Emma;23
2006;179;Jyväskylä;2;Aino;14
2006;200;Ulkomaat;2;Sofia;46
2006;257;Kirkkonummi;2;Emma;10
2006;297;Kuopio;2;Aino;12
2006;398;Lahti;2;Ella;10
2006;398;Lahti;2;Emilia;10
2006;398;Lahti;2;Viivi;10
2006;398;Lahti;2;Vilma;10
2006;405;Lappeenranta;2;Aino;11
2006;564;Oulu;2;Sara;17
2006;609;Pori;2;Iida;10
2006;698;Rovaniemi;2;Aada;10
2006;837;Tampere;2;Aino;23
2006;853;Turku;2;Anni;17
2007;49;Espoo;2;Ella;33
2007;91;Helsinki;2;Emilia;47
2007;92;Vantaa;2;Ella;33
2007;179;Jyväskylä;2;Aino;11
2007;179;Jyväskylä;2;Venla;11
2007;200;Ulkomaat;2;Sofia;41
2007;205;Kajaani;2;Anni;10
2007;297;Kuopio;2;Aino;10
2007;398;Lahti;2;Emma;13
2007;405;Lappeenranta;2;Aino;12
2007;405;Lappeenranta;2;Venla;12
2007;564;Oulu;2;Ella;19
2007;698;Rovaniemi;2;Venla;10
2007;837;Tampere;2;Ella;24
2007;853;Turku;2;Ella;20
2008;49;Espoo;2;Emma;32
2008;91;Helsinki;2;Sara;49
2008;92;Vantaa;2;Emma;31
2008;179;Jyväskylä;2;Veera;10
2008;180;Jyväskylän mlk;2;Ella;10
2008;200;Ulkomaat;2;Anna;41
2008;297;Kuopio;2;Aino;12
2008;297;Kuopio;2;Sara;12
2008;491;Mikkeli;2;Venla;10
2008;564;Oulu;2;Anni;19
2008;698;Rovaniemi;2;Sofia;10
2008;698;Rovaniemi;2;Venla;10
2008;837;Tampere;2;Venla;26
2008;853;Turku;2;Emma;18
2009;49;Espoo;2;Ella;25
2009;49;Espoo;2;Emma;25
2009;91;Helsinki;2;Sofia;60
2009;92;Vantaa;2;Emma;28
2009;179;Jyväskylä;2;Ella;16
2009;179;Jyväskylä;2;Venla;16
2009;200;Ulkomaat;2;Emma;36
2009;297;Kuopio;2;Aino;13
2009;398;Lahti;2;Iida;11
2009;398;Lahti;2;Sara;11
2009;564;Oulu;2;Aada;19
2009;564;Oulu;2;Ella;19
2009;564;Oulu;2;Sofia;19
2009;698;Rovaniemi;2;Milla;10
2009;698;Rovaniemi;2;Venla;10
2009;743;Seinäjoki;2;Sara;14
2009;837;Tampere;2;Aino;24
2009;853;Turku;2;Emma;23
2010;49;Espoo;2;Emilia;28
2010;49;Espoo;2;Olivia;28
2010;49;Espoo;2;Sara;28
2010;91;Helsinki;2;Sofia;49
2010;92;Vantaa;2;Ella;25
2010;92;Vantaa;2;Sofia;25
2010;109;Hämeenlinna;2;Siiri;10
2010;167;Joensuu;2;Iida;11
2010;179;Jyväskylä;2;Aino;15
2010;200;Ulkomaat;2;Sofia;42
2010;286;Kouvola;2;Aino;13
2010;297;Kuopio;2;Venla;16
2010;398;Lahti;2;Sofia;10
2010;405;Lappeenranta;2;Venla;11
2010;564;Oulu;2;Iida;21
2010;609;Pori;2;Emma;10
2010;734;Salo;2;Emma;11
2010;743;Seinäjoki;2;Aada;11
2010;837;Tampere;2;Emma;21
2010;837;Tampere;2;Sara;21
2010;853;Turku;2;Emma;17
2010;905;Vaasa;2;Emma;11
2011;49;Espoo;2;Emma;32
2011;91;Helsinki;2;Sofia;55
2011;92;Vantaa;2;Emma;23
2011;167;Joensuu;2;Aada;12
2011;179;Jyväskylä;2;Aino;16
2011;200;Ulkomaat;2;Sofia;38
2011;297;Kuopio;2;Venla;21
2011;398;Lahti;2;Sofia;16
2011;405;Lappeenranta;2;Aada;14
2011;564;Oulu;2;Emilia;20
2011;609;Pori;2;Siiri;11
2011;609;Pori;2;Sofia;11
2011;698;Rovaniemi;2;Iida;10
2011;837;Tampere;2;Sofia;27
2011;853;Turku;2;Emma;19
2012;49;Espoo;2;Emma;31
2012;91;Helsinki;2;Sofia;55
2012;92;Vantaa;2;Ella;22
2012;167;Joensuu;2;Venla;13
2012;179;Jyväskylä;2;Elsa;18
2012;200;Ulkomaat;2;Sofia;34
2012;272;Kokkola;2;Venla;12
2012;297;Kuopio;2;Ella;13
2012;297;Kuopio;2;Helmi;13
2012;398;Lahti;2;Aada;11
2012;405;Lappeenranta;2;Emma;10
2012;564;Oulu;2;Ella;24
2012;609;Pori;2;Amanda;10
2012;698;Rovaniemi;2;Emma;10
2012;837;Tampere;2;Ella;27
2012;837;Tampere;2;Sofia;27
2012;853;Turku;2;Sofia;22
2012;905;Vaasa;2;Emilia;11
2013;49;Espoo;2;Sofia;30
2013;91;Helsinki;2;Emma;50
2013;92;Vantaa;2;Emma;29
2013;179;Jyväskylä;2;Aino;20
2013;200;Ulkomaat;2;Sofia;32
2013;202;Kaarina;2;Emma;10
2013;272;Kokkola;2;Aino;12
2013;286;Kouvola;2;Emilia;11
2013;297;Kuopio;2;Enni;10
2013;297;Kuopio;2;Helmi;10
2013;405;Lappeenranta;2;Aino;10
2013;405;Lappeenranta;2;Emma;10
2013;564;Oulu;2;Emma;24
2013;609;Pori;2;Aada;10
2013;609;Pori;2;Helmi;10
2013;609;Pori;2;Iida;10
2013;837;Tampere;2;Sofia;23
2013;853;Turku;2;Emma;16
2014;49;Espoo;2;Sofia;30
2014;91;Helsinki;2;Sofia;54
2014;92;Vantaa;2;Sofia;26
2014;109;Hämeenlinna;2;Elsa;10
2014;179;Jyväskylä;2;Sofia;18
2014;200;Ulkomaat;2;Emma;28
2014;200;Ulkomaat;2;Sofia;28
2014;297;Kuopio;2;Aino;15
2014;564;Oulu;2;Aada;26
2014;698;Rovaniemi;2;Emma;10
2014;837;Tampere;2;Emma;21
2014;853;Turku;2;Sofia;19
2015;49;Espoo;2;Sofia;30
2015;91;Helsinki;2;Elsa;59
2015;92;Vantaa;2;Sofia;23
2015;179;Jyväskylä;2;Eevi;16
2015;200;Ulkomaat;2;Emma;26
2015;297;Kuopio;2;Aada;15
2015;398;Lahti;2;Isla;11
2015;564;Oulu;2;Emma;21
2015;609;Pori;2;Venla;12
2015;698;Rovaniemi;2;Ella;10
2015;837;Tampere;2;Sofia;23
2015;853;Turku;2;Kerttu;16
2016;49;Espoo;2;Emma;39
2016;91;Helsinki;2;Sofia;56
2016;92;Vantaa;2;Emilia;24
2016;92;Vantaa;2;Sofia;24
2016;167;Joensuu;2;Emma;10
2016;179;Jyväskylä;2;Sofia;16
2016;200;Ulkomaat;2;Sofia;28
2016;297;Kuopio;2;Aino;13
2016;398;Lahti;2;Sofia;10
2016;564;Oulu;2;Eevi;18
2016;564;Oulu;2;Isla;18
2016;609;Pori;2;Eevi;13
2016;743;Seinäjoki;2;Eevi;10
2016;837;Tampere;2;Emilia;22
2016;853;Turku;2;Emilia;19
2016;927;Vihti;2;Sofia;10
2017;49;Espoo;2;Emma;27
2017;91;Helsinki;2;Sofia;53
2017;92;Vantaa;2;Sofia;19
2017;179;Jyväskylä;2;Aino;13
2017;179;Jyväskylä;2;Eevi;13
2017;200;Ulkomaat;2;Sofia;18
2017;297;Kuopio;2;Pihla;13
2017;398;Lahti;2;Aino;10
2017;398;Lahti;2;Ellen;10
2017;398;Lahti;2;Sofia;10
2017;564;Oulu;2;Eevi;21
2017;698;Rovaniemi;2;Ella;10
2017;837;Tampere;2;Emma;20
2017;853;Turku;2;Lilja;15
2018;49;Espoo;2;Emma;25
2018;91;Helsinki;2;Sofia;39
2018;92;Vantaa;2;Ellen;19
2018;92;Vantaa;2;Olivia;19
2018;179;Jyväskylä;2;Eevi;13
2018;200;Ulkomaat;2;Sofia;19
2018;286;Kouvola;2;Eevi;12
2018;297;Kuopio;2;Ella;16
2018;398;Lahti;2;Ella;11
2018;398;Lahti;2;Isla;11
2018;564;Oulu;2;Venla;15
2018;837;Tampere;2;Elli;18
2018;853;Turku;2;Sofia;17
2019;91;Helsinki;2;Sofia;18
2019;564;Oulu;2;Enni;10
